Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Filip Jovic,rs SRB,DF,Radnik Surdulica,23,2000,28.3,0,,,,,,,,,0,0,Matches
Milos Jovic,rs SRB,FW,FK IMT Novi Beograd,17,2006,2.5,0,,,,,,,,,0,0,Matches
Uroš Kabić,rs SRB,MF,Red Star,19,2004,0.4,0,,,,,,,,,0,0,Matches
Aleksandar Kadijević,rs SRB,DF,Radnik Surdulica,20,2002,14.8,0,,,,,,,,,0,0,Matches
Irfan Kahrovic,rs SRB,FW,Novi Pazar,17,2006,0.5,0,,,,,,,,,0,0,Matches
Aleksandar Kahvić,ba BIH,FW,FK Železničar Pančevo,19,2004,5.8,4,,,,,,,,,0,0,Matches
Asmir Kajević,me MNE,MF,Vojvodina,33,1990,1.4,1,,,,,,,,,1,1,Matches
Lazar Kaličanin,rs SRB,GK,Čukarički,22,2001,1.0,0,,,,,,,,,0,0,Matches
Aldo Kalulu,cd COD,"FW,MF",Partizan,27,1996,22.8,3,,,,,,,,,0,0,Matches
Guélor Kanga,ga GAB,MF,Red Star,32,1990,22.9,9,,,,,,,,,8,8,Matches
Kings Kangwa,zm ZAM,MF,Red Star,24,1999,5.6,0,,,,,,,,,0,0,Matches
Franck Kanouté,sn SEN,MF,Partizan,24,1998,11.9,1,,,,,,,,,0,0,Matches

Nikola Karaklajić,rs SRB,MF,Novi Pazar,28,1995,20.0,5,,,,,,,,,0,0,Matches
Daris Karisik,rs SRB,DF,Novi Pazar,18,2005,0.3,0,,,,,,,,,0,0,Matches
Aleksandar Katai,rs SRB,"FW,MF",Red Star,32,1991,10.2,9,,,,,,,,,2,2,Matches
Andrija Katić,rs SRB,GK,Voždovac,21,2002,29.5,0,,,,,,,,,0,0,Matches
Dejan Kerkez,rs SRB,DF,Spartak Subotic,27,1996,19.3,0,,,,,,,,,0,0,Matches
Marko Kerkez,rs SRB,DF,Spartak Subotic,23,2000,5.0,0,,,,,,,,,0,0,Matches
Veljko Kijevčanin,rs SRB,MF,FK IMT Novi Beograd,23,1999,25.0,0,,,,,,,,,0,0,Matches
Aleksandar Knezevic,rs SRB,GK,FK IMT Novi Beograd,22,2001,1.0,0,,,,,,,,,0,0,Matches
Branislav Knežević,rs SRB,DF,FK Železničar Pančevo,21,2002,20.2,1,,,,,,,,,0,0,Matches
Filip Knežević,rs SRB,MF,Novi Pazar,31,1991,4.0,0,,,,,,,,,0,0,Matches
Nikola Knezevic,rs SRB,MF,Red Star,20,2003,3.1,1,,,,,,,,,0,0,Matches
Srđan Kočić,rs SRB,MF,Radnik Surdulica,24,1999,8.4,0,,,,,,,,,0,0,Matches
Nikola Kodžić,rs SRB,FW,FK IMT Novi Beograd,25,1997,5.8,1,,,,,,,,,0,0,Matches
Johnson Kofi Amuzu,gh GHA,FW,Javor Ivanjica,19,2003,0.2,0,,,,,,,,,0,0,Matches
Nemanja Kojcic,rs SRB,DF,Novi Pazar,25,1997,2.5,0,,,,,,,,,0,0,Matches
Lazar Kojić,rs SRB,MF,Voždovac,23,1999,8.4,0,,,,,,,,,0,0,Matches
Milan Kolarevic,rs SRB,FW,Voždovac,19,2004,7.7,1,,,,,,,,,0,0,Matches
Danijel Kolarić,rs SRB,MF,Spartak Subotic,18,2005,0.5,0,,,,,,,,,0,0,Matches
Marko Konatar,rs SRB,DF,FK Železničar Pančevo,23,2000,20.7,1,,,,,,,,,0,0,Matches
Kemal Koninčanin,,,Novi Pazar,,,0.1,0,,,,,,,,,0,0,Matches
Boris Kopitović,me MNE,DF,Javor Ivanjica,28,1994,19.1,0,,,,,,,,,0,0,Matches
Seid Korac,lu LUX,DF,Vojvodina,21,2001,16.0,1,,,,,,,,,0,0,Matches
Stefan Kovač,ba BIH,MF,Čukarički,24,1999,18.8,3,,,,,,,,,0,0,Matches
Aleksandar Kovačević,rs SRB,MF,FK Železničar Pančevo,31,1992,7.9,0,,,,,,,,,0,0,Matches
Bojan Kovačević,rs SRB,MF,Čukarički,19,2004,4.9,0,,,,,,,,,0,0,Matches

Bojan Kovačević,rs SRB,MF,Partizan,19,2004,14.3,1,,,,,,,,,0,0,Matches
Damjan Krajišnik,rs SRB,MF,FK Železničar Pančevo,26,1997,3.1,0,,,,,,,,,0,0,Matches
Damjan Krajišnik,rs SRB,MF,Radnički Kragujevac,26,1997,1.5,0,,,,,,,,,0,0,Matches
Jean-Philippe Krasso,ci CIV,FW,Red Star,26,1997,13.4,8,,,,,,,,,3,3,Matches
Miljan Krpić,rs SRB,MF,Voždovac,20,2003,9.9,0,,,,,,,,,0,0,Matches
Nemanja Krsmanović,rs SRB,MF,Spartak Subotic,20,2003,3.5,0,,,,,,,,,0,0,Matches
Filip Krstić,rs SRB,MF,Napredak Kruš,25,1997,23.0,0,,,,,,,,,0,0,Matches
Nikola Krstic,rs SRB,FW,FK IMT Novi Beograd,18,2004,14.4,0,,,,,,,,,0,0,Matches
Vukašin Krstić,rs SRB,DF,TSC Bačka Top,20,2003,19.4,0,,,,,,,,,0,0,Matches
Milos Krunic,rs SRB,GK,Partizan,26,1996,2.6,0,,,,,,,,,0,0,Matches
Petar Kunić,ba BIH,FW,Radnik Surdulica,30,1993,14.1,2,,,,,,,,,1,1,Matches
Nikola Kuveljić,rs SRB,MF,TSC Bačka Top,26,1997,6.3,1,,,,,,,,,0,0,Matches
Nikola Lainović,rs SRB,FW,FK Železničar Pančevo,21,2001,0.5,0,,,,,,,,,0,0,Matches
Ivan Lakićević,rs SRB,DF,FK Železničar Pančevo,30,1993,27.3,2,,,,,,,,,0,0,Matches
Zarija Lambulić,rs SRB,DF,FK IMT Novi Beograd,25,1998,28.1,0,,,,,,,,,0,0,Matches
Milan Lazarević,rs SRB,DF,Vojvodina,26,1997,27.1,1,,,,,,,,,0,0,Matches
Uroš Lazić,rs SRB,DF,Novi Pazar,20,2003,16.8,2,,,,,,,,,0,0,Matches
Nikola Leković,rs SRB,DF,Mladost Lučani,33,1989,19.6,1,,,,,,,,,0,0,Matches
