Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Aylton Boa Morte,pt POR,"MF,FW",Kayserispor,29,1993,32,31,"2,620",29.1,8,2,10,8,0,0,7,0,0.27,0.07,0.34,0.27,0.34,Matches
Emmanuel Boateng,gh GHA,MF,Konyaspor,26,1997,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sacha Boey,fr FRA,DF,Galatasaray,22,2000,19,19,"1,710",19.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
Marc Bola,eng ENG,"DF,MF",Samsunspor,25,1997,20,12,"1,063",11.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Leonardo Bonucci,it ITA,DF,Fenerbahçe,36,1987,8,1,204,2.3,0,1,1,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,Matches
Arif Boşluk,,DF,Trabzonspor,20,2003,3,1,99,1.1,0,1,1,0,0,0,0,0,0.00,0.91,0.91,0.00,0.91,Matches

Mehdi Boudjemaa,dz ALG,MF,Hatayspor,25,1998,16,7,640,7.1,1,0,1,1,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches
Mehdi Bourabia,ma MAR,MF,Kayserispor,31,1991,13,13,"1,156",12.8,3,0,3,3,0,0,5,1,0.23,0.00,0.23,0.23,0.23,Matches
Umut Bozok,tr TUR,FW,Trabzonspor,26,1996,13,3,430,4.8,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,Matches
Adam Buksa,pl POL,FW,Antalyaspor,27,1996,33,33,"2,921",32.5,16,2,18,12,4,5,8,0,0.49,0.06,0.55,0.37,0.43,Matches
Onur Bulut,tr TUR,"DF,MF",Beşiktaş,29,1994,28,23,"2,039",22.7,0,3,3,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
Abdulsamet Burak,,DF,Adana Demirspor,27,1996,7,5,445,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Zymer Bytyqi,no NOR,"MF,FW",Antalyaspor,26,1996,29,17,"1,361",15.1,1,2,3,1,0,0,0,0,0.07,0.13,0.20,0.07,0.20,Matches
Musa Çağıran,tr TUR,MF,Hatayspor,30,1992,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oğulcan Çağlayan,tr TUR,MF,Gaziantep FK,27,1996,7,1,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oğulcan Çağlayan,tr TUR,MF,Kasımpaşa,27,1996,16,8,761,8.5,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
Uğurcan Çakır,tr TUR,GK,Trabzonspor,27,1996,35,35,"3,150",35.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Mijo Caktaš,hr CRO,MF,Sivasspor,31,1992,13,5,444,4.9,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
Francisco Calvo,cr CRC,DF,Konyaspor,31,1992,17,16,"1,450",16.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Samba Camara,ml MLI,DF,Sivasspor,30,1992,26,20,"1,869",20.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,25,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Atakan Çankaya,tr TUR,DF,Ankaragücü,25,1998,24,14,"1,412",15.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Erdem Canpolat,de GER,GK,Pendikspor,22,2001,34,34,"3,060",34.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,29,1994,30,30,"2,508",27.9,1,7,8,1,0,0,4,0,0.04,0.25,0.29,0.04,0.29,Matches
Lionel Carole,fr FRA,DF,Kayserispor,32,1991,28,25,"2,199",24.4,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
Federico Ceccherini,it ITA,DF,Fatih Karagümrük,31,1992,27,25,"2,051",22.8,1,0,1,1,0,0,9,2,0.04,0.00,0.04,0.04,0.04,Matches
Endri Çekiçi,al ALB,MF,Pendikspor,26,1996,24,9,827,9.2,1,2,3,1,0,0,5,0,0.11,0.22,0.33,0.11,0.33,Matches
Batuhan Çelik,tr TUR,FW,Başakşehir,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
İzzet Çelik,,MF,Adana Demirspor,19,2004,5,0,49,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
