player,nation,position,squad,age,year_of_birth,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
Luca Gemello,ITA,GK,Torino,23,2000,2,2,180,2.0,5.0,2.5,9.0,4.0,55.6,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serie_A,2023_2024
Pierluigi Gollini,ITA,GK,Napoli,28,1995,7,7,630,7.0,8.0,1.14,24.0,16.0,66.7,3.0,1.0,3.0,1.0,14.3,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Nicola Leali,ITA,GK,Genoa,30,1993,3,2,176,2.0,2.0,1.02,9.0,7.0,77.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Mike Maignan,FRA,GK,Milan,28,1995,29,29,"2,609",29.0,34.0,1.17,120.0,86.0,77.5,19.0,5.0,5.0,10.0,34.5,7.0,7.0,0.0,0.0,0.0,Serie_A,2023_2024
Christos Mandas,GRE,GK,Lazio,21,2001,9,8,721,8.0,6.0,0.75,29.0,23.0,79.3,6.0,1.0,1.0,4.0,50.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Tommaso Martinelli,ITA,GK,Fiorentina,17,2006,1,1,90,1.0,2.0,2.0,3.0,1.0,33.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Josep Martinez,ESP,GK,Genoa,25,1998,36,36,"3,239",36.0,43.0,1.19,130.0,87.0,69.2,11.0,13.0,12.0,8.0,22.2,4.0,3.0,1.0,0.0,25.0,Serie_A,2023_2024
Alex Meret,ITA,GK,Napoli,26,1997,31,31,"2,773",30.8,40.0,1.3,104.0,62.0,63.5,10.0,13.0,8.0,5.0,16.1,4.0,2.0,2.0,0.0,50.0,Serie_A,2023_2024
Vanja Milinković-Savić,SRB,GK,Torino,26,1997,36,36,"3,240",36.0,31.0,0.86,134.0,103.0,81.3,13.0,14.0,9.0,18.0,50.0,6.0,6.0,0.0,0.0,0.0,Serie_A,2023_2024
Antonio Mirante,ITA,GK,Milan,40,1983,2,2,177,2.0,3.0,1.53,8.0,5.0,62.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Lorenzo Montipò,ITA,GK,Hellas Verona,27,1996,37,37,"3,330",37.0,49.0,1.32,153.0,105.0,69.3,9.0,10.0,18.0,8.0,21.6,2.0,2.0,0.0,0.0,0.0,Serie_A,2023_2024
Juan Musso,ARG,GK,Atalanta,29,1994,11,11,990,11.0,12.0,1.09,34.0,23.0,70.6,6.0,1.0,4.0,6.0,54.5,2.0,2.0,0.0,0.0,0.0,Serie_A,2023_2024
Lapo Nava,ITA,GK,Milan,19,2004,1,0,3,0.0,1.0,30.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Guillermo Ochoa,MEX,GK,Salernitana,38,1985,21,21,"1,890",21.0,44.0,2.1,115.0,72.0,67.8,0.0,6.0,15.0,1.0,4.8,7.0,7.0,0.0,0.0,0.0,Serie_A,2023_2024
Maduka Okoye,NGA,GK,Udinese,23,1999,21,21,"1,890",21.0,25.0,1.19,89.0,65.0,75.3,5.0,8.0,8.0,5.0,23.8,3.0,3.0,0.0,0.0,0.0,Serie_A,2023_2024
Rui Patrício,POR,GK,Roma,35,1988,23,23,"2,070",23.0,27.0,1.17,74.0,49.0,66.2,11.0,5.0,7.0,6.0,26.1,3.0,2.0,0.0,1.0,0.0,Serie_A,2023_2024
Simone Perilli,ITA,GK,Hellas Verona,28,1995,1,1,90,1.0,2.0,2.0,10.0,8.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Mattia Perin,ITA,GK,Juventus,30,1992,3,3,225,2.5,1.0,0.4,5.0,4.0,80.0,2.0,1.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Samuele Perisan,ITA,GK,Empoli,25,1997,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Carlo Pinsoglio,ITA,GK,Juventus,33,1990,1,0,45,0.5,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Ivan Provedel,ITA,GK,Lazio,29,1994,30,30,"2,699",30.0,33.0,1.1,119.0,86.0,73.9,12.0,6.0,12.0,9.0,30.0,3.0,2.0,0.0,1.0,0.0,Serie_A,2023_2024
Boris Radunović,SRB,GK,Cagliari,27,1996,7,7,630,7.0,12.0,1.71,27.0,16.0,55.6,0.0,2.0,5.0,2.0,28.6,1.0,0.0,0.0,1.0,,Serie_A,2023_2024
Federico Ravaglia,ITA,GK,Bologna,23,1999,6,6,535,5.9,3.0,0.5,18.0,13.0,83.3,4.0,1.0,1.0,4.0,66.7,1.0,0.0,1.0,0.0,100.0,Serie_A,2023_2024
Francesco Rossi,ITA,GK,Atalanta,32,1991,1,0,5,0.1,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Simone Scuffet,ITA,GK,Cagliari,27,1996,31,31,"2,789",31.0,55.0,1.77,129.0,76.0,59.7,8.0,10.0,13.0,3.0,9.7,3.0,3.0,0.0,0.0,0.0,Serie_A,2023_2024
Marco Silvestri,ITA,GK,Udinese,32,1991,17,17,"1,530",17.0,28.0,1.65,68.0,40.0,67.6,1.0,11.0,5.0,4.0,23.5,6.0,6.0,0.0,0.0,0.0,Serie_A,2023_2024
Łukasz Skorupski,POL,GK,Bologna,32,1991,32,32,"2,880",32.0,29.0,0.91,106.0,77.0,75.5,14.0,13.0,5.0,13.0,40.6,6.0,3.0,1.0,2.0,25.0,Serie_A,2023_2024
Daniele Sommariva,ITA,GK,Genoa,26,1997,1,0,5,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Serie_A,2023_2024
Yann Sommer,SUI,GK,Inter,34,1988,34,34,"3,060",34.0,19.0,0.56,98.0,78.0,82.7,27.0,6.0,1.0,19.0,55.9,4.0,2.0,1.0,1.0,33.3,Serie_A,2023_2024
Alessandro Sorrentino,ITA,GK,Monza,21,2002,7,5,548,6.1,16.0,2.63,32.0,16.0,62.5,0.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,Serie_A,2023_2024
Marco Sportiello,ITA,GK,Milan,31,1992,7,7,630,7.0,11.0,1.57,33.0,23.0,69.7,3.0,3.0,1.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,Serie_A,2023_2024
Mile Svilar,SRB,GK,Roma,23,1999,15,15,"1,350",15.0,19.0,1.27,77.0,58.0,76.6,7.0,4.0,4.0,5.0,33.3,2.0,1.0,1.0,0.0,50.0,Serie_A,2023_2024
Wojciech Szczęsny,POL,GK,Juventus,33,1990,35,35,"3,150",35.0,30.0,0.86,108.0,79.0,74.1,17.0,13.0,5.0,15.0,42.9,3.0,2.0,1.0,0.0,33.3,Serie_A,2023_2024
Pietro Terracciano,ITA,GK,Fiorentina,33,1990,33,33,"2,970",33.0,35.0,1.06,126.0,90.0,77.0,15.0,8.0,10.0,8.0,24.2,7.0,6.0,1.0,0.0,14.3,Serie_A,2023_2024
Stefano Turati,ITA,GK,Frosinone,21,2001,31,31,"2,745",30.5,58.0,1.9,152.0,94.0,65.1,6.0,9.0,16.0,4.0,12.9,7.0,5.0,1.0,1.0,16.7,Serie_A,2023_2024
Daniel Andersen,DEN,GK,AGF,20,2001,1,1,90,1.0,2.0,2.0,7.0,5.0,71.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Mikkel Andersen,DEN,GK,Viborg,32,1988,6,6,540,6.0,9.0,1.5,30.0,22.0,73.3,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Aske Andresen,DEN,GK,Silkeborg,16,2005,1,1,90,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Alexander Brunst,GER,GK,Vejle BK,26,1995,21,21,"1,890",21.0,35.0,1.67,105.0,72.0,68.6,4.0,6.0,11.0,6.0,28.6,3.0,2.0,0.0,1.0,0.0,Danish_Superliga,2021_2022
Patrik Carlgren,SWE,GK,Randers,29,1992,32,32,"2,880",32.0,42.0,1.31,156.0,114.0,73.1,12.0,7.0,13.0,6.0,18.8,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Oliver Christensen,DEN,GK,Odense,22,1999,6,6,540,6.0,10.0,1.67,27.0,18.0,66.7,1.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Hans Christian Bernat,DEN,GK,Odense,20,2000,26,26,"2,340",26.0,36.0,1.38,121.0,86.0,70.2,7.0,11.0,8.0,4.0,15.4,1.0,0.0,1.0,0.0,100.0,Danish_Superliga,2021_2022
Nicolai Flø,DEN,GK,SønderjyskE,25,1995,8,8,720,8.0,10.0,1.25,43.0,35.0,79.1,2.0,3.0,3.0,1.0,12.5,2.0,1.0,1.0,0.0,50.0,Danish_Superliga,2021_2022
Kamil Grabara,POL,GK,FC Copenhagen,22,1999,32,32,"2,880",32.0,19.0,0.59,90.0,75.0,82.2,20.0,8.0,4.0,18.0,56.3,4.0,3.0,1.0,0.0,25.0,Danish_Superliga,2021_2022
Sten Grytebust,NOR,GK,Vejle BK,31,1989,10,10,900,10.0,24.0,2.4,60.0,38.0,63.3,2.0,2.0,6.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Eduardo Dos Santos Haesler,GER,GK,Nordsjælland,22,1999,5,5,450,5.0,12.0,2.4,32.0,20.0,62.5,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Lucas Hägg-Johansson,SWE,GK,Vejle BK,27,1994,1,1,90,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Andreas Hansen,DEN,GK,Nordsjælland,25,1995,15,15,"1,350",15.0,16.0,1.07,68.0,53.0,77.9,4.0,8.0,3.0,4.0,26.7,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Jesper Hansen,DEN,GK,AGF,36,1985,31,31,"2,790",31.0,41.0,1.32,135.0,98.0,71.9,6.0,11.0,14.0,8.0,25.8,5.0,3.0,1.0,1.0,25.0,Danish_Superliga,2021_2022
Mads Hermansen,DEN,GK,Brøndby,21,2000,29,29,"2,610",29.0,38.0,1.31,128.0,96.0,75.0,10.0,9.0,10.0,5.0,17.2,6.0,6.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Nicolai Larsen,DEN,GK,Silkeborg,30,1991,31,31,"2,790",31.0,34.0,1.1,114.0,80.0,71.1,13.0,10.0,8.0,8.0,25.8,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Jonas Lössl,DEN,GK,Midtjylland,32,1989,8,8,720,8.0,8.0,1.0,29.0,21.0,72.4,4.0,1.0,3.0,3.0,37.5,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Lucas Lund Pedersen,DEN,GK,Viborg,21,2000,26,26,"2,340",26.0,34.0,1.31,118.0,86.0,73.7,8.0,11.0,7.0,6.0,23.1,3.0,3.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Thomas Mikkelsen,DEN,GK,Brøndby,37,1983,3,3,270,3.0,3.0,1.0,11.0,9.0,81.8,3.0,0.0,0.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Emmanuel Ogura,GHA,GK,Nordsjælland,19,2002,7,7,630,7.0,16.0,2.29,46.0,31.0,67.4,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
David Ousted,DEN,GK,Midtjylland,36,1985,11,10,906,10.1,11.0,1.09,42.0,32.0,76.2,7.0,2.0,1.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Elías Rafn Ólafsson,ISL,GK,Midtjylland,21,2000,14,14,"1,254",13.9,14.0,1.0,56.0,42.0,75.0,9.0,2.0,3.0,6.0,42.9,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Jacob Rinne,SWE,GK,Aalborg,28,1993,32,32,"2,880",32.0,45.0,1.41,151.0,112.0,74.2,13.0,6.0,13.0,11.0,34.4,6.0,6.0,0.0,0.0,0.0,Danish_Superliga,2021_2022
Lawrence Thomas,AUS,GK,SønderjyskE,29,1992,24,24,"2,160",24.0,44.0,1.83,109.0,66.0,60.6,2.0,8.0,14.0,3.0,12.5,2.0,1.0,0.0,1.0,0.0,Danish_Superliga,2021_2022
Peter Vindahl Jensen,DEN,GK,Nordsjælland,23,1998,5,5,450,5.0,3.0,0.6,12.0,9.0,75.0,3.0,1.0,1.0,3.0,60.0,0.0,0.0,0.0,0.0,,Danish_Superliga,2021_2022
Nemanja Belić,SRB,GK,Čukarički,35,1987,19,19,"1,704",18.9,,,,,,14.0,1.0,4.0,10.0,52.6,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Milan Borjan,CAN,GK,Red Star,34,1987,33,33,"2,970",33.0,,,,,,28.0,5.0,0.0,19.0,57.6,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Lazar Carević,MNE,GK,Vojvodina,23,1999,35,35,"3,114",34.6,,,,,,16.0,13.0,6.0,13.0,37.1,6.0,6.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Marko Drobnjak,SRB,GK,Radnički Niš,27,1995,4,4,360,4.0,,,,,,0.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Mišo Dubljanić,MNE,GK,Spartak Subotic,22,1999,10,10,900,10.0,,,,,,1.0,4.0,5.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Nenad Filipović,SRB,GK,TSC Bačka Top,35,1987,2,2,180,2.0,,,,,,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Veljko Ilic,SRB,GK,TSC Bačka Top,19,2003,35,35,"3,150",35.0,,,,,,21.0,8.0,6.0,15.0,42.9,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Almin Kahrimanović,SRB,GK,Novi Pazar,18,2003,2,2,180,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Andrija Katić,SRB,GK,Voždovac,20,2002,14,14,"1,238",13.8,,,,,,5.0,2.0,7.0,4.0,28.6,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Filip Kljajić,SRB,GK,Novi Pazar,31,1990,26,26,"2,340",26.0,,,,,,13.0,5.0,8.0,8.0,30.8,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Marko Knežević,SRB,GK,FK Mladost Novi Sad,33,1989,12,12,"1,080",12.0,,,,,,1.0,8.0,3.0,7.0,58.3,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Milos Krunic,SRB,GK,Voždovac,25,1996,24,23,"2,092",23.2,,,,,,8.0,5.0,10.0,9.0,39.1,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Stojan Leković,SRB,GK,Radnički Kragujevac,20,2001,22,22,"1,980",22.0,,,,,,6.0,5.0,11.0,6.0,27.3,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Ognjen Lukić,SRB,GK,Radnički Kragujevac,19,2003,1,1,90,1.0,,,,,,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Filip Manojlović,SRB,GK,Spartak Subotic,26,1996,27,27,"2,430",27.0,,,,,,8.0,8.0,11.0,8.0,29.6,7.0,7.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Strahinja Manojlović,BIH,GK,Javor Ivanjica,19,2002,17,17,"1,530",18.0,,,,,,5.0,6.0,6.0,8.0,47.1,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Novak Mićović,SRB,GK,Čukarički,20,2001,14,13,"1,176",13.1,,,,,,5.0,4.0,4.0,4.0,30.8,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Aleksa Milojević,SRB,GK,FK Mladost Novi Sad,22,2000,25,25,"2,250",25.0,,,,,,5.0,4.0,16.0,5.0,20.0,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Miloš Mladenović,SRB,GK,Radnički Kragujevac,20,2001,7,7,630,7.0,,,,,,3.0,1.0,3.0,2.0,28.6,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Miloš Ostojić,SRB,GK,Mladost Lučani,26,1996,4,4,360,4.0,,,,,,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Nikola Petrić,SRB,GK,Napredak Kruš,31,1991,31,31,"2,790",31.0,,,,,,10.0,7.0,14.0,14.0,45.2,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Aleksandar Popović,SRB,"GK,MF",Partizan,38,1983,28,28,"2,520",28.0,,,,,,19.0,5.0,4.0,11.0,39.3,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Balša Popović,MNE,GK,FK Kolubara,22,2000,8,7,706,7.8,,,,,,0.0,1.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Zoran Popović,SRB,GK,Čukarički,34,1988,5,5,450,5.0,,,,,,4.0,1.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Lazar Raičević,SRB,GK,Radnički Kragujevac,24,1998,7,7,630,7.0,,,,,,2.0,2.0,3.0,2.0,28.6,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Stefan Ranđelović,SRB,GK,Radnik Surdulica,23,1999,31,31,"2,790",31.0,,,,,,7.0,10.0,14.0,10.0,32.3,8.0,8.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Dragan Rosić,SRB,GK,Radnički Niš,25,1996,19,19,"1,710",19.0,,,,,,3.0,5.0,11.0,6.0,31.6,6.0,5.0,0.0,1.0,0.0,Serbian_SuperLiga,2022_2023
Željko Samčović,SRB,GK,Mladost Lučani,19,2002,20,20,"1,737",19.3,,,,,,4.0,7.0,9.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Luka Savić,SRB,GK,Mladost Lučani,21,2001,5,4,423,4.7,,,,,,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Vladimir Savić,SRB,GK,Napredak Kruš,26,1996,6,6,540,6.0,,,,,,0.0,2.0,4.0,1.0,16.7,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Nikola Simić,SRB,"GK,MF",Vojvodina,25,1996,3,2,216,2.4,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Lazar Slavković,SRB,GK,Novi Pazar,20,2002,9,9,810,9.0,,,,,,2.0,1.0,6.0,1.0,11.1,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Saša Stamenković,SRB,GK,Mladost Lučani,37,1985,9,9,810,9.0,,,,,,5.0,2.0,2.0,5.0,55.6,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Dejan Stanivuković,SRB,GK,FK Kolubara,28,1994,30,30,"2,623",29.1,,,,,,11.0,7.0,12.0,10.0,33.3,4.0,4.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Dimitrije Stevanović,SRB,GK,Radnički Niš,17,2004,13,13,"1,170",13.0,,,,,,6.0,1.0,6.0,1.0,7.7,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Nemanja Stevanović,SRB,GK,Partizan,30,1992,9,9,810,9.0,,,,,,2.0,3.0,4.0,4.0,44.4,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Nikola Vasiljević,BIH,"DF,GK",Red Star,26,1996,4,4,360,4.0,,,,,,2.0,2.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Boris Velimirović,SRB,GK,Javor Ivanjica,20,2001,2,2,180,2.0,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Nikola Vujanac,SRB,GK,Radnik Surdulica,31,1991,6,6,540,6.0,,,,,,1.0,1.0,4.0,1.0,16.7,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2022_2023
Aleksandar Vulić,SRB,GK,Javor Ivanjica,21,2001,17,17,"1,530",17.0,,,,,,3.0,4.0,10.0,1.0,5.9,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2022_2023
Vladimir Bajić,SRB,GK,Napredak Kruš,35,1987,8,7,646,7.2,,,,,,1.0,1.0,5.0,1.0,14.3,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Lazar Balević,SRB,GK,Napredak Kruš,15,2007,3,3,270,3.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Nemanja Belić,SRB,GK,Čukarički,36,1987,5,5,450,5.0,,,,,,2.0,1.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Lazar Carević,MNE,GK,Vojvodina,24,1999,33,33,"2,970",33.0,,,,,,17.0,7.0,9.0,9.0,27.3,3.0,3.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Marin Dulić,SRB,GK,Spartak Subotic,19,2004,1,1,90,1.0,,,,,,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Nenad Filipović,SRB,GK,Čukarički,36,1987,20,20,"1,800",20.0,,,,,,9.0,5.0,6.0,3.0,15.0,4.0,3.0,0.0,1.0,0.0,Serbian_SuperLiga,2023_2024
Omri Glazer,ISR,GK,Red Star,27,1996,34,34,"3,015",33.5,,,,,,28.0,3.0,3.0,10.0,29.4,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Miloš Gordić,SRB,GK,FK IMT Novi Beograd,23,2000,32,31,"2,863",31.8,,,,,,9.0,9.0,13.0,7.0,22.6,9.0,8.0,0.0,1.0,0.0,Serbian_SuperLiga,2023_2024
Marko Gudžulić,SRB,GK,Voždovac,21,2002,8,7,675,7.5,,,,,,1.0,2.0,4.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Ivan Guteša,SRB,GK,Red Star,21,2002,1,1,90,1.0,,,,,,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Veljko Ilic,SRB,GK,TSC Bačka Top,20,2003,32,32,"2,853",31.7,,,,,,21.0,6.0,5.0,15.0,46.9,8.0,4.0,2.0,2.0,33.3,Serbian_SuperLiga,2023_2024
Aleksandar Jovanović,SRB,GK,Partizan,30,1992,34,34,"3,008",33.4,,,,,,23.0,5.0,6.0,10.0,29.4,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Lazar Kaličanin,SRB,GK,Čukarički,22,2001,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Andrija Katić,SRB,GK,Voždovac,21,2002,30,30,"2,655",29.5,,,,,,8.0,9.0,13.0,4.0,13.3,6.0,6.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Aleksandar Knezevic,SRB,GK,FK IMT Novi Beograd,22,2001,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Milos Krunic,SRB,GK,Partizan,26,1996,3,2,232,2.6,,,,,,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Stojan Leković,SRB,GK,Radnički Kragujevac,21,2001,29,29,"2,610",29.0,,,,,,16.0,4.0,9.0,9.0,31.0,5.0,5.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Ognjen Lukić,SRB,GK,FK Železničar Pančevo,20,2003,3,3,225,2.5,,,,,,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Filip Manojlović,SRB,GK,Spartak Subotic,27,1996,9,9,794,8.8,,,,,,4.0,0.0,5.0,3.0,33.3,2.0,1.0,1.0,0.0,50.0,Serbian_SuperLiga,2023_2024
Strahinja Manojlović,BIH,GK,Javor Ivanjica,20,2002,35,35,"3,040",33.8,,,,,,11.0,7.0,17.0,8.0,22.9,6.0,5.0,1.0,0.0,16.7,Serbian_SuperLiga,2023_2024
Bogdan Matijašević,SRB,GK,Mladost Lučani,19,2004,1,0,19,0.2,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Milan Mijatović,MNE,GK,FK Železničar Pančevo,36,1987,18,18,"1,620",18.0,,,,,,5.0,6.0,7.0,1.0,5.6,4.0,4.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Nikola Mirković,SRB,GK,Novi Pazar,32,1991,35,35,"3,150",35.0,,,,,,13.0,6.0,16.0,10.0,28.6,9.0,7.0,1.0,1.0,12.5,Serbian_SuperLiga,2023_2024
Miloš Mladenović,SRB,GK,Radnički Kragujevac,21,2001,6,6,540,6.0,,,,,,3.0,0.0,3.0,1.0,16.7,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Filip Pajović,SRB,GK,Radnički Kragujevac,30,1993,2,2,180,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Filip Pajović,SRB,GK,Novi Pazar,30,1993,2,2,180,2.0,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
Nikola Popović,SRB,GK,Javor Ivanjica,17,2006,1,0,32,0.4,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Zoran Popović,SRB,GK,Red Star,35,1988,3,2,225,2.5,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbian_SuperLiga,2023_2024
Lazar Raičević,SRB,GK,Javor Ivanjica,25,1998,3,2,253,2.8,,,,,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serbian_SuperLiga,2023_2024
