squad,#_of_players,average_age,possession,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non-penalty_goals,penalty_kicks_made,penalty_kicks_attempted,yellow_cards,red_cards,goals/90,assists/90,goals_+_assists/90,non-penalty_goals/90,npxg_+_xag/90,league,season,xg:_expected_goals,npxg:_non-penalty_xg,xag:_exp._assisted_goals,npxg_+_xag,progressive_carries,progressive_passes,non-penalty_goals_+_assists/90,xg/90,xag/90,xg_+_xag/90,npxg/90
Porto,33,25,62.0,34,374,3060,34,83,54.0,137.0,77,6,9,81,6,2,1.0,4.0,2,4.0,Primeira_Liga,2021_2022,83.0,76.0,59.0,136.0,686.0,1554.0,3.0,2.0,1.0,4.0,2.0
Santa Clara,32,26,45.0,34,374,3060,34,36,22.0,58.0,32,4,4,101,9,1,0.0,1.0,0,1.0,Primeira_Liga,2021_2022,38.0,35.0,26.0,62.0,384.0,967.0,1.0,1.0,0.0,1.0,1.0
Sporting CP,31,26,59.0,34,374,3060,34,71,45.0,116.0,62,9,11,99,6,2,1.0,3.0,1,3.0,Primeira_Liga,2021_2022,71.0,62.0,48.0,111.0,705.0,1563.0,3.0,2.0,1.0,3.0,1.0
Tondela,27,25,45.0,34,374,3060,34,41,25.0,66.0,32,9,9,101,6,1,0.0,1.0,0,1.0,Primeira_Liga,2021_2022,35.0,28.0,22.0,50.0,411.0,964.0,1.0,1.0,0.0,1.0,0.0
Vitória,31,24,48.0,34,374,3060,34,50,25.0,75.0,40,10,11,120,8,1,0.0,2.0,1,2.0,Primeira_Liga,2021_2022,49.0,42.0,31.0,74.0,534.0,1273.0,1.0,1.0,0.0,2.0,1.0
Vizela,31,26,44.0,34,373,3060,34,36,23.0,59.0,33,3,3,99,6,1,0.0,1.0,0,1.0,Primeira_Liga,2021_2022,41.0,39.0,27.0,66.0,418.0,1167.0,1.0,1.0,0.0,2.0,1.0
Atalanta,29,26,51.0,38,418,3420,38,72,57.0,129.0,67,5,5,76,1,1,1.0,3.0,1,2.0,Serie_A,2023_2024,57.0,53.0,43.0,97.0,715.0,1754.0,3.0,1.0,1.0,2.0,1.0
Bologna,28,25,58.0,38,418,3420,38,52,32.0,84.0,48,4,5,85,2,1,0.0,2.0,1,2.0,Serie_A,2023_2024,47.0,44.0,32.0,76.0,660.0,1453.0,2.0,1.0,0.0,2.0,1.0
Cagliari,29,26,42.0,38,418,3420,38,41,30.0,71.0,37,4,6,77,4,1,0.0,1.0,0,1.0,Serie_A,2023_2024,42.0,38.0,29.0,67.0,529.0,1109.0,1.0,1.0,0.0,1.0,1.0
Empoli,34,26,44.0,38,418,3420,38,26,19.0,45.0,21,5,5,88,1,0,0.0,1.0,0,1.0,Serie_A,2023_2024,36.0,32.0,25.0,58.0,524.0,1056.0,1.0,0.0,0.0,1.0,0.0
Fiorentina,30,27,57.0,38,418,3420,38,60,41.0,101.0,56,4,8,80,0,1,1.0,2.0,1,2.0,Serie_A,2023_2024,51.0,45.0,35.0,80.0,621.0,1656.0,2.0,1.0,0.0,2.0,1.0
Frosinone,34,24,49.0,38,418,3420,38,44,29.0,73.0,36,8,10,68,2,1,0.0,1.0,0,1.0,Serie_A,2023_2024,45.0,37.0,30.0,68.0,563.0,1326.0,1.0,1.0,0.0,2.0,1.0
Genoa,34,26,44.0,38,418,3420,38,43,27.0,70.0,38,5,6,79,3,1,0.0,1.0,1,1.0,Serie_A,2023_2024,35.0,31.0,22.0,53.0,468.0,1079.0,1.0,0.0,0.0,1.0,0.0
Hellas Verona,36,25,44.0,38,418,3420,38,38,29.0,67.0,35,3,7,88,6,1,0.0,1.0,0,1.0,Serie_A,2023_2024,38.0,32.0,27.0,59.0,539.0,1122.0,1.0,1.0,0.0,1.0,0.0
Inter,27,29,57.0,38,418,3420,38,87,60.0,147.0,74,13,14,46,1,2,1.0,3.0,1,3.0,Serie_A,2023_2024,78.0,67.0,55.0,123.0,720.0,1620.0,3.0,2.0,1.0,3.0,1.0
Juventus,31,26,48.0,38,418,3420,38,52,37.0,89.0,49,3,5,87,2,1,0.0,2.0,1,2.0,Serie_A,2023_2024,54.0,50.0,39.0,90.0,709.0,1473.0,2.0,1.0,1.0,2.0,1.0
Lazio,22,28,53.0,38,418,3420,38,46,30.0,76.0,42,4,4,101,5,1,0.0,2.0,1,2.0,Serie_A,2023_2024,46.0,43.0,32.0,76.0,716.0,1528.0,1.0,1.0,0.0,2.0,1.0
Lecce,26,24,44.0,38,418,3420,38,30,23.0,53.0,27,3,5,89,5,0,0.0,1.0,0,1.0,Serie_A,2023_2024,43.0,39.0,30.0,69.0,635.0,1183.0,1.0,1.0,0.0,1.0,1.0
Milan,35,26,56.0,38,418,3420,38,76,56.0,132.0,70,6,8,82,8,2,1.0,3.0,1,2.0,Serie_A,2023_2024,66.0,60.0,46.0,106.0,898.0,1569.0,3.0,1.0,1.0,2.0,1.0
Monza,31,26,53.0,38,418,3420,38,38,29.0,67.0,34,4,5,88,5,1,0.0,1.0,0,1.0,Serie_A,2023_2024,39.0,35.0,27.0,63.0,723.0,1248.0,1.0,1.0,0.0,1.0,0.0
Napoli,29,27,60.0,38,418,3420,38,54,36.0,90.0,48,6,10,77,5,1,0.0,2.0,1,2.0,Serie_A,2023_2024,61.0,53.0,42.0,96.0,803.0,1758.0,2.0,1.0,1.0,2.0,1.0
Roma,30,27,54.0,38,418,3420,38,64,44.0,108.0,53,11,12,95,3,1,1.0,2.0,1,2.0,Serie_A,2023_2024,51.0,42.0,34.0,76.0,682.0,1469.0,2.0,1.0,0.0,2.0,1.0
Salernitana,39,27,44.0,38,418,3420,38,32,25.0,57.0,30,2,2,91,3,0,0.0,1.0,0,1.0,Serie_A,2023_2024,30.0,28.0,22.0,51.0,499.0,1119.0,1.0,0.0,0.0,1.0,0.0
Sassuolo,30,26,43.0,38,418,3420,38,42,28.0,70.0,35,7,8,71,4,1,0.0,1.0,0,1.0,Serie_A,2023_2024,39.0,33.0,25.0,59.0,636.0,1301.0,1.0,1.0,0.0,1.0,0.0
Torino,30,26,51.0,38,418,3420,38,35,29.0,64.0,33,2,2,75,2,0,0.0,1.0,0,1.0,Serie_A,2023_2024,37.0,36.0,30.0,66.0,710.0,1333.0,1.0,0.0,0.0,1.0,0.0
Udinese,32,25,39.0,38,418,3420,38,36,23.0,59.0,33,3,4,94,5,0,0.0,1.0,0,1.0,Serie_A,2023_2024,39.0,36.0,28.0,64.0,601.0,1022.0,1.0,1.0,0.0,1.0,0.0
Anderlecht,33,24,54.0,34,374,3060,34,48,36.0,84.0,44,4,4,65,5,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,44.0,41.0,31.0,72.0,704.0,1357.0,2.0,1.0,0.0,2.0,1.0
Antwerp,32,25,56.0,34,374,3060,34,55,37.0,92.0,45,10,10,55,1,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,51.0,44.0,32.0,76.0,629.0,1612.0,2.0,1.0,0.0,2.0,1.0
Cercle Brugge,27,23,44.0,34,374,3060,34,50,38.0,88.0,47,3,6,71,4,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,51.0,46.0,38.0,85.0,335.0,1183.0,2.0,1.0,1.0,2.0,1.0
Charleroi,29,24,51.0,34,374,3060,34,45,36.0,81.0,42,3,4,74,3,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,44.0,41.0,33.0,75.0,595.0,1476.0,2.0,1.0,0.0,2.0,1.0
Club Brugge,32,26,57.0,34,374,3060,34,58,40.0,98.0,52,6,10,68,2,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,58.0,50.0,41.0,92.0,682.0,1751.0,2.0,1.0,1.0,2.0,1.0
Eupen,30,24,47.0,34,374,3060,34,39,26.0,65.0,32,7,8,73,6,1,0.0,1.0,0,1.0,Belgian_Pro_League,2022_2023,40.0,33.0,25.0,58.0,573.0,1374.0,1.0,1.0,0.0,1.0,0.0
Genk,28,24,53.0,34,374,3060,34,77,59.0,136.0,69,8,10,65,3,2,1.0,4.0,2,2.0,Belgian_Pro_League,2022_2023,63.0,56.0,45.0,101.0,687.0,1736.0,3.0,1.0,1.0,3.0,1.0
Gent,31,26,55.0,34,374,3060,34,62,41.0,103.0,57,5,5,49,3,1,1.0,3.0,1,2.0,Belgian_Pro_League,2022_2023,55.0,51.0,40.0,91.0,650.0,1600.0,2.0,1.0,1.0,2.0,1.0
Kortrijk,32,25,49.0,34,374,3060,34,37,22.0,59.0,35,2,3,79,6,1,0.0,1.0,1,1.0,Belgian_Pro_League,2022_2023,36.0,33.0,27.0,60.0,488.0,1163.0,1.0,1.0,0.0,1.0,0.0
Mechelen,31,26,51.0,34,374,3060,34,42,29.0,71.0,39,3,5,69,5,1,0.0,2.0,1,1.0,Belgian_Pro_League,2022_2023,35.0,32.0,24.0,56.0,605.0,1262.0,2.0,1.0,0.0,1.0,0.0
OH Leuven,29,25,50.0,34,374,3060,34,56,35.0,91.0,44,12,14,60,2,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,54.0,43.0,32.0,76.0,617.0,1299.0,2.0,1.0,0.0,2.0,1.0
Oostende,33,24,43.0,34,374,3060,34,37,24.0,61.0,33,4,7,77,9,1,0.0,1.0,0,2.0,Belgian_Pro_League,2022_2023,45.0,39.0,30.0,69.0,448.0,1252.0,1.0,1.0,0.0,2.0,1.0
R.F.C. Seraing,31,24,41.0,34,374,3060,34,26,14.0,40.0,20,6,7,87,8,0,0.0,1.0,0,1.0,Belgian_Pro_League,2022_2023,25.0,20.0,15.0,35.0,467.0,929.0,1.0,0.0,0.0,1.0,0.0
Sint-Truiden,24,27,44.0,34,374,3060,34,35,21.0,56.0,29,6,7,63,7,1,0.0,1.0,0,1.0,Belgian_Pro_League,2022_2023,37.0,31.0,22.0,54.0,482.0,1106.0,1.0,1.0,0.0,1.0,0.0
Standard Liège,30,25,51.0,34,374,3060,34,53,35.0,88.0,45,8,9,84,10,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,51.0,45.0,36.0,81.0,718.0,1395.0,2.0,1.0,1.0,2.0,1.0
Union SG,26,25,51.0,34,374,3060,34,67,49.0,116.0,60,7,7,81,4,1,1.0,3.0,1,2.0,Belgian_Pro_League,2022_2023,54.0,48.0,40.0,88.0,701.0,1480.0,3.0,1.0,1.0,2.0,1.0
Westerlo,26,25,49.0,34,374,3060,34,58,30.0,88.0,49,9,11,59,2,1,0.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,51.0,42.0,31.0,74.0,638.0,1396.0,2.0,1.0,0.0,2.0,1.0
Zulte Waregem,36,26,46.0,34,374,3060,34,49,34.0,83.0,43,6,6,82,7,1,1.0,2.0,1,2.0,Belgian_Pro_League,2022_2023,45.0,41.0,32.0,73.0,550.0,1124.0,2.0,1.0,0.0,2.0,1.0
Arda,28,26,,36,396,3240,36,38,,,35,3,3,92,4,1,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Beroe,40,24,,35,385,3150,35,29,,,26,3,3,110,8,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Botev Plovdiv,46,25,,36,396,3240,36,50,,,45,5,5,97,3,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Botev Vratsa,31,27,,35,385,3150,35,26,,,22,4,4,105,5,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Cherno More,29,27,,35,385,3150,35,55,,,49,6,6,73,3,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
CSKA 1948,41,25,,36,396,3240,36,35,,,30,5,5,83,7,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
CSKA Sofia,34,26,,35,385,3150,35,55,,,54,1,1,89,4,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Etar,41,26,,35,385,3150,35,21,,,18,3,3,93,11,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
FK Levski 2005,32,26,,35,385,3150,35,44,,,41,3,3,99,2,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Levski Sofia,32,23,,35,385,3150,35,50,,,48,2,2,77,4,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Loko Plovdiv,33,25,,35,385,3150,35,52,,,46,6,6,100,7,1,,,1,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Lokomotiv Sofia,29,26,,35,385,3150,35,28,,,24,4,4,90,4,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Ludogorets,44,27,,35,385,3150,35,84,,,79,5,5,56,4,2,,,2,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
PFC Hebar Pazardzhik,28,25,,35,385,3150,35,35,,,34,1,1,84,5,1,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Pirin Blagoevgrad,35,25,,35,385,3150,35,25,,,23,2,2,95,5,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Slavia Sofia,34,26,,36,396,3240,36,34,,,30,4,4,92,3,0,,,0,,Bulgarian_First_League,2023_2024,,,,,,,,,,,
Bruk-Bet Termalica Nieciecza,38,26,,34,374,3060,34,35,21.0,56.0,27,8,13,81,1,1,0.0,1.0,0,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Cracovia,33,26,,34,374,3060,34,38,27.0,65.0,37,1,3,75,2,1,0.0,1.0,1,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Górnik Zabrze,30,26,,34,374,3060,34,54,40.0,94.0,53,1,1,68,1,1,1.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Górnik Łęczna,33,28,,34,374,3060,34,27,21.0,48.0,25,2,2,75,4,0,0.0,1.0,0,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Jagiellonia,38,27,,34,374,3060,34,39,29.0,68.0,37,2,3,87,3,1,0.0,2.0,1,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Lech Poznań,28,26,,34,374,3060,34,66,50.0,116.0,62,4,5,51,2,1,1.0,3.0,1,3.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Lechia Gdańsk,31,27,,34,374,3060,34,48,33.0,81.0,44,4,5,73,1,1,0.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Legia Warsaw,39,26,,34,374,3060,34,42,35.0,77.0,41,1,1,95,5,1,1.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Piast Gliwice,29,27,,34,374,3060,34,42,30.0,72.0,39,3,5,50,0,1,0.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Pogoń Szczecin,27,27,,34,374,3060,34,59,41.0,100.0,52,7,7,63,3,1,1.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Radomiak Radom,29,27,,34,374,3060,34,40,22.0,62.0,31,9,11,72,4,1,0.0,1.0,0,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
RKS Raków,36,25,,34,374,3060,34,57,35.0,92.0,48,9,12,78,4,1,1.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Śląsk Wrocław,33,27,,34,374,3060,34,41,29.0,70.0,36,5,6,72,5,1,0.0,2.0,1,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Stal Mielec,35,26,,34,374,3060,34,39,27.0,66.0,31,8,10,78,3,1,0.0,1.0,0,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Warta Poznań,34,26,,34,374,3060,34,34,20.0,54.0,32,2,5,70,2,1,0.0,1.0,0,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Wisła Kraków,34,26,,34,374,3060,34,36,27.0,63.0,34,2,2,69,4,1,0.0,1.0,1,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Wisła Płock,32,27,,34,374,3060,34,46,39.0,85.0,43,3,3,95,5,1,1.0,2.0,1,2.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Zagłębie Lubin,39,25,,34,374,3060,34,41,29.0,70.0,35,6,8,82,4,1,0.0,2.0,1,1.0,Ekstraklasa,2021_2022,,,,,,,,,,,
Arda,30,25,,32,352,2880,32,35,0.0,35.0,29,6,6,81,2,1,0.0,1.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Beroe,28,28,,32,352,2880,32,30,1.0,31.0,28,2,2,82,5,0,0.0,0.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Botev Plovdiv,30,26,,31,341,2790,31,36,0.0,36.0,33,3,3,66,2,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Botev Vratsa,37,24,,32,352,2880,32,29,0.0,29.0,26,3,3,95,7,0,0.0,0.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Cherno More,31,26,,31,341,2790,31,35,0.0,35.0,31,4,4,79,5,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
CSKA 1948,41,26,,32,352,2880,32,50,0.0,50.0,43,7,7,85,8,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
CSKA Sofia,31,26,,31,341,2790,31,41,2.0,43.0,40,1,1,86,6,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Levski Sofia,31,24,,31,341,2790,31,37,0.0,37.0,34,3,3,72,3,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Loko Plovdiv,28,26,,32,352,2880,32,36,0.0,36.0,28,8,8,92,7,1,0.0,1.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Lokomotiv Sofia,32,26,,32,352,2880,32,27,0.0,27.0,23,4,4,109,4,0,0.0,0.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Ludogorets,32,27,,31,341,2790,31,73,0.0,73.0,67,6,6,71,1,2,0.0,2.0,2,2.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Pirin Blagoevgrad,36,30,,32,352,2880,32,39,0.0,39.0,34,5,5,94,5,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Slavia Sofia,36,25,,31,341,2790,31,35,0.0,35.0,31,4,4,87,7,1,0.0,1.0,1,1.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Tsarsko Selo,46,28,,32,352,2880,32,22,0.0,22.0,20,2,2,91,6,0,0.0,0.0,0,0.0,Bulgarian_First_League,2021_2022,,,,,,,,,,,
Cracovia,31,25,,34,374,3060,34,39,24.0,63.0,37,2,2,73,3,1,0.0,1.0,1,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Górnik Zabrze,33,27,,34,374,3060,34,45,34.0,79.0,40,5,5,92,2,1,1.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Jagiellonia,31,27,,34,374,3060,34,46,32.0,78.0,42,4,7,92,6,1,0.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Korona Kielce,34,27,,34,374,3060,34,38,28.0,66.0,32,6,7,84,3,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Lech Poznań,29,26,,34,374,3060,34,51,32.0,83.0,46,5,8,74,2,1,0.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Lechia Gdańsk,28,28,,34,374,3060,34,28,17.0,45.0,23,5,5,73,1,0,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Legia Warsaw,28,26,,34,374,3060,34,55,40.0,95.0,47,8,11,84,4,1,1.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Miedź Legnica,31,27,,34,374,3060,34,33,26.0,59.0,30,3,5,103,5,0,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Piast Gliwice,25,27,,34,374,3060,34,34,22.0,56.0,31,3,4,65,2,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Pogoń Szczecin,30,27,,34,374,3060,34,53,34.0,87.0,44,9,9,69,1,1,1.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Radomiak Radom,33,27,,34,374,3060,34,33,21.0,54.0,29,4,5,83,3,0,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
RKS Raków,30,26,,34,374,3060,34,60,44.0,104.0,54,6,6,79,3,1,1.0,3.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Śląsk Wrocław,29,25,,34,374,3060,34,32,22.0,54.0,29,3,5,81,4,0,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Stal Mielec,26,27,,34,374,3060,34,34,24.0,58.0,31,3,5,59,3,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Warta Poznań,29,26,,34,374,3060,34,35,25.0,60.0,33,2,3,71,1,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Widzew Łódź,27,26,,34,374,3060,34,38,26.0,64.0,33,5,7,50,0,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Wisła Płock,33,27,,34,374,3060,34,41,31.0,72.0,39,2,3,70,4,1,0.0,2.0,1,2.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Zagłębie Lubin,31,25,,34,374,3060,34,34,25.0,59.0,33,1,3,50,2,1,0.0,1.0,0,1.0,Ekstraklasa,2022_2023,,,,,,,,,,,
Brest,25,27,53.0,34,374,3060,34,51,33.0,84.0,47,4,4,84,5,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,48.0,45.0,34.0,79.0,590.0,1402.0,2.0,1.0,1.0,2.0,1.0
Clermont Foot,31,26,48.0,34,374,3060,34,26,18.0,44.0,20,6,8,60,7,0,0.0,1.0,0,1.0,Ligue_1,2023_2024,36.0,29.0,23.0,52.0,537.0,1247.0,1.0,1.0,0.0,1.0,0.0
Le Havre,27,26,44.0,34,374,3060,34,33,23.0,56.0,27,6,7,67,6,0,0.0,1.0,0,1.0,Ligue_1,2023_2024,37.0,31.0,25.0,57.0,457.0,1199.0,1.0,1.0,0.0,1.0,0.0
Lens,27,26,52.0,34,374,3060,34,45,29.0,74.0,39,6,7,78,4,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,54.0,48.0,37.0,86.0,609.0,1624.0,2.0,1.0,1.0,2.0,1.0
Lille,28,25,56.0,34,374,3060,34,50,32.0,82.0,48,2,3,67,3,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,48.0,46.0,34.0,81.0,650.0,1468.0,2.0,1.0,1.0,2.0,1.0
Lorient,38,24,46.0,34,374,3060,34,41,27.0,68.0,40,1,1,66,1,1,0.0,2.0,1,1.0,Ligue_1,2023_2024,37.0,36.0,27.0,63.0,632.0,1293.0,1.0,1.0,0.0,1.0,1.0
Lyon,35,26,51.0,34,374,3060,34,48,32.0,80.0,44,4,4,57,6,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,49.0,46.0,36.0,83.0,683.0,1600.0,2.0,1.0,1.0,2.0,1.0
Marseille,33,27,53.0,34,374,3060,34,50,32.0,82.0,46,4,4,61,5,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,54.0,51.0,40.0,92.0,635.0,1613.0,2.0,1.0,1.0,2.0,1.0
Metz,30,26,35.0,34,374,3060,34,35,25.0,60.0,31,4,6,54,3,1,0.0,1.0,0,1.0,Ligue_1,2023_2024,34.0,29.0,23.0,52.0,458.0,910.0,1.0,1.0,0.0,1.0,0.0
Monaco,30,25,53.0,34,374,3060,34,66,45.0,111.0,64,2,5,79,8,1,1.0,3.0,1,2.0,Ligue_1,2023_2024,55.0,50.0,37.0,88.0,614.0,1726.0,3.0,1.0,1.0,2.0,1.0
Montpellier,31,26,44.0,34,374,3060,34,41,26.0,67.0,34,7,7,68,4,1,0.0,1.0,1,2.0,Ligue_1,2023_2024,46.0,40.0,31.0,72.0,553.0,1174.0,1.0,1.0,0.0,2.0,1.0
Nantes,35,26,44.0,34,374,3060,34,30,17.0,47.0,26,4,5,67,3,0,0.0,1.0,0,1.0,Ligue_1,2023_2024,37.0,33.0,25.0,59.0,569.0,1243.0,1.0,1.0,0.0,1.0,0.0
Nice,27,25,52.0,34,374,3060,34,39,23.0,62.0,33,6,7,62,4,1,0.0,1.0,0,2.0,Ligue_1,2023_2024,49.0,44.0,34.0,79.0,661.0,1245.0,1.0,1.0,1.0,2.0,1.0
Paris S-G,29,24,65.0,34,374,3060,34,78,61.0,139.0,71,7,9,51,3,2,1.0,4.0,2,3.0,Ligue_1,2023_2024,68.0,61.0,51.0,113.0,845.0,1915.0,3.0,2.0,1.0,3.0,1.0
Reims,29,25,50.0,34,374,3060,34,40,28.0,68.0,37,3,4,70,3,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,44.0,41.0,33.0,74.0,625.0,1425.0,1.0,1.0,0.0,2.0,1.0
Rennes,29,25,52.0,34,374,3060,34,53,29.0,82.0,43,10,11,66,4,1,0.0,2.0,1,2.0,Ligue_1,2023_2024,53.0,44.0,31.0,76.0,606.0,1639.0,2.0,1.0,0.0,2.0,1.0
Strasbourg,30,24,44.0,34,374,3060,34,36,24.0,60.0,33,3,4,59,2,1,0.0,1.0,0,2.0,Ligue_1,2023_2024,41.0,38.0,31.0,70.0,547.0,1152.0,1.0,1.0,0.0,2.0,1.0
Toulouse,26,23,48.0,34,374,3060,34,42,30.0,72.0,36,6,9,77,1,1,0.0,2.0,1,1.0,Ligue_1,2023_2024,40.0,33.0,26.0,59.0,549.0,1405.0,1.0,1.0,0.0,1.0,0.0
Augsburg,29,26,43.0,34,374,3060,34,49,35.0,84.0,44,5,7,71,3,1,1.0,2.0,1,2.0,Bundesliga,2023_2024,46.0,40.0,27.0,68.0,462.0,1137.0,2.0,1.0,0.0,2.0,1.0
Bayern Munich,30,27,61.0,34,374,3060,34,93,71.0,164.0,88,5,5,47,2,2,2.0,4.0,2,4.0,Bundesliga,2023_2024,85.0,81.0,65.0,147.0,944.0,1941.0,4.0,2.0,1.0,4.0,2.0
Bochum,25,29,46.0,34,374,3060,34,41,30.0,71.0,37,4,4,97,2,1,0.0,2.0,1,2.0,Bundesliga,2023_2024,44.0,41.0,30.0,71.0,400.0,1151.0,1.0,1.0,0.0,2.0,1.0
Darmstadt 98,32,27,45.0,34,374,3060,34,28,21.0,49.0,25,3,3,83,4,0,0.0,1.0,0,1.0,Bundesliga,2023_2024,32.0,30.0,22.0,52.0,437.0,1083.0,1.0,0.0,0.0,1.0,0.0
Dortmund,32,26,57.0,34,374,3060,34,68,49.0,117.0,62,6,6,59,4,2,1.0,3.0,1,3.0,Bundesliga,2023_2024,63.0,58.0,45.0,104.0,770.0,1452.0,3.0,1.0,1.0,3.0,1.0
Eint Frankfurt,34,25,52.0,34,374,3060,34,48,36.0,84.0,46,2,3,70,5,1,1.0,2.0,1,2.0,Bundesliga,2023_2024,46.0,44.0,34.0,78.0,574.0,1305.0,2.0,1.0,1.0,2.0,1.0
Freiburg,25,27,46.0,34,374,3060,34,43,32.0,75.0,36,7,9,64,4,1,0.0,2.0,1,2.0,Bundesliga,2023_2024,49.0,42.0,32.0,74.0,468.0,1208.0,2.0,1.0,0.0,2.0,1.0
Gladbach,27,25,46.0,34,374,3060,34,55,43.0,98.0,50,5,6,66,2,1,1.0,2.0,1,2.0,Bundesliga,2023_2024,46.0,41.0,35.0,77.0,598.0,1227.0,2.0,1.0,1.0,2.0,1.0
